amount,retry_count,failure_count,transaction_frequency_10min,hour_of_day,previous_success_rate,velocity_score,device_trust_score,risk_score,failed,failure_category
50.58,0,1,1,21,0.975,1.02,0.88,14.6,0,SUCCESS
1808.35,2,1,1,9,0.813,1.42,0.93,33.6,1,BANK_FAILURE
1500.18,0,0,1,16,0.992,0.94,0.93,22.7,0,SUCCESS
1363.34,0,0,1,21,0.908,0.78,0.97,20.7,0,SUCCESS
593.01,0,0,1,10,0.906,0.79,0.86,19.3,0,SUCCESS
2285.08,1,1,2,13,0.895,1.15,0.84,23.3,1,TIMEOUT
3669.36,1,1,2,13,0.86,0.65,0.86,19.7,1,NETWORK_FAILURE
3135.03,0,0,1,22,0.93,0.32,0.91,8.9,0,SUCCESS
693.52,0,0,1,12,0.973,0.81,0.85,23.6,0,SUCCESS
75495.0,3,4,13,23,0.253,6.07,0.18,100.0,1,AUTHENTICATION_FAILURE
1587.79,3,3,1,16,0.723,1.75,0.72,26.4,1,BANK_FAILURE
974.03,0,0,1,18,0.881,0.62,0.87,8.2,0,SUCCESS
150100.0,5,5,6,1,0.227,3.68,0.07,95.7,1,AUTHENTICATION_FAILURE
991.05,0,0,1,12,0.991,0.53,0.97,9.9,0,SUCCESS
1378.56,0,0,1,18,0.961,0.79,0.94,6.3,0,SUCCESS
392.74,0,0,2,9,0.912,1.14,0.92,7.6,0,SUCCESS
729.25,1,0,1,19,0.926,1.13,0.95,23.3,0,SUCCESS
2200.11,0,0,1,21,0.971,0.69,0.88,7.5,0,SUCCESS
860.76,2,2,2,8,0.809,0.94,0.89,21.0,1,TIMEOUT
2267.8,1,3,1,13,0.918,1.2,0.74,41.2,1,BANK_FAILURE
2116.26,2,2,2,15,0.876,1.44,0.92,18.2,1,TIMEOUT
885.94,0,0,2,8,0.92,0.61,0.94,25.0,0,SUCCESS
864.08,0,0,2,13,0.9,0.24,0.93,15.9,0,SUCCESS
324.65,0,0,1,11,0.897,0.53,0.92,15.7,0,SUCCESS
907.0,0,0,1,9,0.971,0.65,0.97,20.4,0,SUCCESS
1371.26,0,0,2,6,0.95,0.68,0.93,9.0,0,SUCCESS
998.88,1,0,2,11,0.901,0.25,0.95,10.0,0,SUCCESS
879.99,0,0,2,18,0.904,1.12,0.92,19.9,0,SUCCESS
2129.63,3,3,2,17,0.939,1.72,0.87,44.8,1,BANK_FAILURE
419.0,1,0,1,20,0.984,1.05,0.93,19.1,0,SUCCESS
305.95,0,0,1,14,0.964,0.57,0.88,23.5,0,SUCCESS
180.24,0,0,1,13,0.918,0.47,0.95,9.6,0,SUCCESS
6353.24,1,1,3,11,0.882,1.62,0.95,29.6,1,BANK_FAILURE
156.98,0,0,1,12,0.984,0.61,0.93,5.4,0,SUCCESS
256.22,0,0,1,8,0.966,0.78,0.87,13.9,0,SUCCESS
575.38,0,1,1,11,0.984,0.98,0.86,22.8,0,SUCCESS
814.86,1,0,2,9,0.897,0.87,0.89,13.8,0,SUCCESS
69.41,0,0,1,12,0.891,0.44,0.87,18.8,0,SUCCESS
84.36,0,0,2,15,0.938,0.57,0.91,15.1,0,SUCCESS
243.84,2,2,2,14,0.843,0.78,0.84,33.0,1,NETWORK_FAILURE
271.2,0,1,1,14,0.96,0.67,0.91,22.1,1,INSUFFICIENT_FUNDS
604.72,2,2,2,11,0.826,1.1,0.87,19.5,1,TIMEOUT
1273.21,0,1,1,20,0.992,1.16,0.98,21.9,0,SUCCESS
173.66,0,0,1,20,0.887,0.39,0.93,22.3,0,SUCCESS
2621.71,0,0,1,7,0.895,0.67,0.93,13.9,0,SUCCESS
135.42,0,0,1,22,0.988,0.21,0.88,21.5,0,SUCCESS
1381.51,0,0,2,15,0.893,0.52,0.88,13.2,0,SUCCESS
191.05,0,0,1,19,0.922,0.42,0.95,24.0,0,SUCCESS
327.49,0,1,1,6,0.921,0.47,1.0,23.2,0,SUCCESS
150854.0,4,8,10,23,0.191,5.24,0.33,100.0,1,AUTHENTICATION_FAILURE
194.88,0,0,2,20,0.965,0.62,0.95,25.0,0,SUCCESS
1535.04,0,0,2,11,0.887,0.57,0.86,16.9,0,SUCCESS
1299.41,0,0,1,17,0.939,0.63,0.91,13.6,0,SUCCESS
4175.22,1,0,1,18,0.933,0.73,0.92,14.9,0,SUCCESS
474.59,0,0,1,18,0.97,0.58,0.98,12.7,0,SUCCESS
565.64,0,0,2,9,0.938,1.01,0.97,23.5,0,SUCCESS
75307.0,5,8,19,4,0.246,4.41,0.13,99.3,1,AUTHENTICATION_FAILURE
75844.0,3,5,11,23,0.319,7.45,0.06,100.0,1,DUPLICATE_TRANSACTION
1035.42,1,0,1,16,0.909,0.45,0.91,21.4,0,SUCCESS
2977.27,0,0,2,9,0.953,0.29,0.85,5.3,0,SUCCESS
677.17,0,1,1,9,0.928,1.0,0.96,7.7,0,SUCCESS
160.22,0,0,1,16,0.944,1.06,0.86,15.5,0,SUCCESS
979.34,0,0,1,15,0.892,0.44,0.91,22.3,0,SUCCESS
75812.0,3,5,12,4,0.067,4.31,0.15,100.0,1,DUPLICATE_TRANSACTION
95474.0,5,6,11,23,0.186,8.99,0.34,100.0,1,DUPLICATE_TRANSACTION
4689.75,0,0,1,11,0.933,0.22,1.0,15.9,0,SUCCESS
819.1,0,0,1,20,0.966,0.62,0.86,21.2,0,SUCCESS
3711.58,0,0,1,16,0.913,0.23,0.93,8.9,0,SUCCESS
1750.82,0,0,2,19,0.991,0.98,0.88,21.0,0,SUCCESS
1280.79,0,0,2,20,0.94,0.85,0.98,23.7,0,SUCCESS
507.24,0,0,1,19,0.954,0.43,0.86,5.0,0,SUCCESS
1173.77,0,0,1,20,0.99,0.43,0.97,17.5,0,SUCCESS
400.5,2,1,1,17,0.856,1.12,0.88,22.9,1,TIMEOUT
45285.0,7,9,5,23,0.362,7.44,0.35,100.0,1,DUPLICATE_TRANSACTION
2196.7,0,0,1,9,0.987,1.05,0.89,18.8,0,SUCCESS
129.87,0,0,1,10,0.955,0.59,1.0,14.6,0,SUCCESS
360.02,0,1,1,6,0.985,0.36,0.93,12.0,0,SUCCESS
732.71,0,0,1,7,0.92,0.74,0.88,15.7,0,SUCCESS
967.67,1,3,1,9,0.795,1.29,0.84,38.4,1,BANK_FAILURE
929.77,2,1,1,9,0.986,0.52,0.91,21.8,1,TIMEOUT
438.2,0,0,1,7,0.957,0.39,0.99,14.3,0,SUCCESS
521.68,0,0,1,14,0.884,0.47,0.92,6.5,0,SUCCESS
1517.63,0,0,1,11,0.884,0.35,0.87,24.8,0,SUCCESS
75.9,1,0,2,12,0.948,0.43,0.94,5.2,0,SUCCESS
853.83,0,0,1,18,0.897,0.87,1.0,15.6,0,SUCCESS
338.09,1,0,1,15,0.942,0.73,0.92,18.5,0,SUCCESS
1067.21,0,0,1,6,0.981,0.21,0.98,14.0,0,SUCCESS
53.84,0,0,2,14,0.898,0.67,0.97,10.6,0,SUCCESS
2226.68,0,0,1,21,0.959,1.04,0.96,21.6,0,SUCCESS
317.54,0,0,2,14,0.965,1.12,0.96,16.7,0,SUCCESS
2842.76,0,1,1,22,0.908,0.45,0.92,23.0,0,SUCCESS
243.45,0,0,2,13,0.977,1.12,0.91,12.3,0,SUCCESS
3016.09,1,1,2,18,0.918,0.65,0.97,18.9,1,TIMEOUT
3279.89,0,0,1,6,0.932,1.06,0.88,15.6,0,SUCCESS
577.5,0,0,1,12,0.947,1.08,0.9,18.8,0,SUCCESS
1726.79,0,0,1,20,0.928,0.68,0.9,11.4,0,SUCCESS
1440.64,0,0,2,18,0.891,0.82,0.87,6.5,0,SUCCESS
1357.76,0,0,1,21,0.935,0.24,0.98,6.3,0,SUCCESS
2474.53,0,0,1,13,0.887,1.0,0.86,19.0,0,SUCCESS
140.74,2,2,2,21,0.898,1.1,0.89,21.8,1,NETWORK_FAILURE
805.92,0,0,2,8,0.933,0.56,0.93,9.8,0,SUCCESS
45285.0,3,9,11,2,0.353,3.62,0.25,95.8,1,DUPLICATE_TRANSACTION
271.96,0,0,1,6,0.925,1.11,0.97,20.0,0,SUCCESS
4295.08,0,0,2,6,0.969,1.04,0.86,20.5,0,SUCCESS
1190.39,0,0,1,15,0.941,0.28,0.96,15.9,0,SUCCESS
3732.86,0,0,1,14,0.939,0.29,0.91,6.9,0,SUCCESS
302.98,0,0,1,13,0.978,1.05,0.86,11.9,0,SUCCESS
1443.33,0,0,1,14,0.965,0.56,0.96,17.4,0,SUCCESS
787.97,1,1,2,20,0.929,0.23,0.86,22.1,0,SUCCESS
3929.81,1,0,2,8,0.993,0.86,0.98,20.3,0,SUCCESS
620.98,1,0,2,16,0.902,0.49,0.97,22.9,0,SUCCESS
1595.83,0,0,1,16,0.963,0.73,0.89,21.3,0,SUCCESS
460.07,0,0,1,16,0.881,1.19,0.9,22.0,0,SUCCESS
967.78,1,0,1,9,0.907,0.59,0.89,24.7,0,SUCCESS
2359.59,0,0,2,12,0.959,1.11,0.86,10.3,0,SUCCESS
5964.84,1,3,2,16,0.849,1.3,0.78,26.0,1,BANK_FAILURE
1685.41,0,1,1,8,0.925,1.14,0.96,20.1,0,SUCCESS
382.15,0,0,1,11,0.927,0.97,0.99,13.5,0,SUCCESS
2777.25,1,1,1,11,0.94,1.3,0.84,21.1,1,TIMEOUT
1327.96,1,2,1,13,0.912,0.62,0.84,34.1,1,TIMEOUT
1657.07,0,0,1,11,0.985,0.77,0.98,8.9,0,SUCCESS
427.84,1,2,2,10,0.925,1.29,0.95,33.8,1,TIMEOUT
658.51,0,0,1,10,0.956,1.06,1.0,15.1,0,SUCCESS
779.03,1,0,1,9,0.893,0.23,0.95,17.2,0,SUCCESS
1527.68,1,0,1,18,0.954,0.63,0.87,10.9,0,SUCCESS
1060.82,0,0,1,7,0.935,1.0,0.87,6.7,0,SUCCESS
103.3,1,0,2,13,0.974,0.89,0.95,16.1,0,SUCCESS
1043.98,0,0,1,11,0.922,1.07,0.9,15.9,0,SUCCESS
1504.37,0,0,1,15,0.931,0.73,0.89,23.5,0,SUCCESS
857.55,0,0,1,8,0.936,0.52,0.94,22.5,0,SUCCESS
2631.7,0,0,1,18,0.931,0.66,1.0,18.6,0,SUCCESS
676.57,0,0,1,9,0.956,0.37,0.91,23.0,0,SUCCESS
266.92,0,0,1,9,0.988,0.49,0.89,23.8,0,SUCCESS
2037.12,1,0,1,11,0.903,0.34,0.85,9.7,0,SUCCESS
150906.0,5,5,18,3,0.065,8.84,0.29,100.0,1,DUPLICATE_TRANSACTION
838.12,0,0,2,6,0.893,0.69,0.91,18.9,0,SUCCESS
2090.83,0,0,2,21,0.884,0.82,0.86,17.3,0,SUCCESS
1435.33,0,0,1,22,0.943,0.57,1.0,11.0,0,SUCCESS
439.09,0,1,2,15,0.918,1.02,0.85,5.1,0,SUCCESS
1760.1,0,0,1,12,0.975,1.13,0.87,9.6,0,SUCCESS
2857.65,0,0,2,22,0.962,0.73,0.86,10.7,0,SUCCESS
930.69,0,0,2,14,0.94,0.9,0.86,23.8,0,SUCCESS
785.66,0,0,2,8,0.893,1.15,0.87,14.2,0,SUCCESS
3385.59,1,0,1,14,0.884,0.99,0.94,15.3,0,SUCCESS
90.94,0,0,1,22,0.971,0.56,0.96,13.0,0,SUCCESS
137.26,0,0,1,19,0.991,0.25,0.92,19.5,0,SUCCESS
648.56,0,1,1,13,0.929,0.38,0.9,12.7,0,SUCCESS
822.06,0,0,1,20,0.949,0.24,0.96,24.0,0,SUCCESS
870.76,2,2,2,11,0.934,1.18,0.92,17.9,1,TIMEOUT
3362.28,1,2,1,15,0.816,0.92,0.92,28.3,1,TIMEOUT
3996.7,0,0,1,14,0.98,0.87,0.89,7.3,0,SUCCESS
68.43,0,0,1,22,0.915,0.75,0.86,7.7,0,SUCCESS
288.72,0,0,1,16,0.959,0.94,0.92,6.7,0,SUCCESS
2755.72,2,1,1,22,0.973,0.85,0.82,19.7,1,NETWORK_FAILURE
1040.42,0,0,1,19,1.0,0.3,0.95,10.1,0,SUCCESS
1393.87,3,1,3,19,0.784,1.21,0.97,41.0,1,GATEWAY_FAILURE
785.2,0,0,1,8,0.954,1.07,0.95,9.9,0,SUCCESS
1304.84,0,0,1,22,0.913,0.77,0.92,13.7,0,SUCCESS
191.5,0,0,1,17,0.995,0.37,0.9,16.7,0,SUCCESS
2471.84,1,1,2,11,0.971,1.23,0.94,22.6,1,TIMEOUT
2957.75,0,0,2,15,0.903,0.27,0.98,20.9,0,SUCCESS
75698.0,7,7,15,4,0.154,6.58,0.13,100.0,1,DUPLICATE_TRANSACTION
45743.0,4,7,5,23,0.095,7.91,0.22,100.0,1,AUTHENTICATION_FAILURE
869.96,0,0,1,18,0.97,0.27,0.88,14.3,0,SUCCESS
1161.34,1,0,1,14,0.951,0.92,0.97,8.0,0,SUCCESS
753.73,0,0,2,19,0.939,0.61,0.89,13.0,0,SUCCESS
228.26,0,0,1,10,0.916,1.2,0.9,23.7,0,SUCCESS
646.61,0,1,1,17,0.951,0.46,0.93,6.5,0,SUCCESS
2995.01,1,1,2,13,0.972,1.37,0.89,18.3,1,TIMEOUT
2177.36,0,0,1,17,0.989,0.37,0.85,6.5,0,SUCCESS
352.35,0,0,1,22,0.976,0.58,0.89,10.7,0,SUCCESS
870.51,1,1,2,18,0.825,0.66,0.87,26.2,1,TIMEOUT
1126.74,0,0,1,20,0.951,0.48,0.91,18.6,0,SUCCESS
2706.62,0,0,1,14,0.897,1.18,0.91,17.5,0,SUCCESS
1833.99,1,1,1,10,0.762,1.09,0.97,34.2,1,GATEWAY_FAILURE
84.84,0,0,1,9,0.893,1.04,0.91,10.3,0,SUCCESS
1642.38,1,2,1,13,0.969,1.43,0.85,23.5,1,NETWORK_FAILURE
66.68,0,0,1,10,0.915,1.18,0.86,24.8,0,SUCCESS
45707.0,5,7,8,2,0.1,4.24,0.13,100.0,1,AUTHENTICATION_FAILURE
622.87,0,0,1,14,0.965,0.94,0.95,11.7,0,SUCCESS
95909.0,4,9,10,2,0.059,8.65,0.33,100.0,1,DUPLICATE_TRANSACTION
277.06,1,0,1,17,0.92,0.52,0.87,21.2,0,SUCCESS
2666.9,2,2,2,19,0.811,1.06,0.96,26.5,1,TIMEOUT
418.96,0,0,2,17,0.923,0.74,0.92,12.6,0,SUCCESS
1571.76,0,0,1,7,0.95,0.59,0.86,13.1,0,SUCCESS
3072.77,0,0,1,13,0.936,1.03,0.88,8.2,0,SUCCESS
2027.52,1,1,1,20,0.922,1.03,0.87,34.6,1,NETWORK_FAILURE
511.26,0,0,1,11,0.943,0.72,0.86,29.2,1,INSUFFICIENT_FUNDS
75577.0,6,5,14,3,0.249,8.4,0.28,100.0,1,DUPLICATE_TRANSACTION
3912.63,0,0,2,9,0.937,0.23,1.0,9.4,0,SUCCESS
816.9,0,0,1,20,0.975,0.52,0.98,17.2,0,SUCCESS
1392.68,0,0,1,19,0.929,0.44,0.97,17.4,0,SUCCESS
167.67,2,1,2,17,0.909,0.51,0.93,28.2,1,TIMEOUT
1317.48,0,0,1,16,0.91,1.08,0.92,23.8,1,INSUFFICIENT_FUNDS
2455.68,1,1,1,9,0.97,0.75,0.91,21.2,0,SUCCESS
1102.84,0,1,1,12,0.893,1.1,0.86,22.3,0,SUCCESS
584.47,0,0,1,13,0.911,0.9,0.89,19.6,0,SUCCESS
9977.39,2,2,1,9,0.944,1.34,0.95,22.1,1,NETWORK_FAILURE
6915.24,1,1,1,15,0.923,1.02,0.91,21.8,0,SUCCESS
4087.05,0,0,1,14,0.963,0.27,0.88,6.9,0,SUCCESS
127.3,1,0,1,20,0.949,1.16,0.98,22.5,0,SUCCESS
281.4,0,0,2,11,0.93,1.1,0.9,7.5,0,SUCCESS
235.61,0,0,2,10,0.999,0.96,0.98,16.4,0,SUCCESS
2506.66,0,0,1,15,0.978,1.07,0.93,11.5,0,SUCCESS
1500.73,0,0,1,18,0.915,0.35,0.93,16.9,0,SUCCESS
1058.38,0,0,1,13,0.948,0.37,0.95,13.6,0,SUCCESS
2315.89,0,0,1,15,0.886,0.36,0.91,9.6,0,SUCCESS
543.81,0,0,2,9,0.979,1.08,0.99,11.8,0,SUCCESS
733.51,2,2,2,16,0.929,0.74,0.88,25.1,1,TIMEOUT
950.29,0,0,1,14,0.926,1.11,0.92,19.9,0,SUCCESS
95724.0,7,8,14,3,0.217,5.87,0.24,100.0,1,AUTHENTICATION_FAILURE
192.09,0,0,1,18,0.929,0.55,0.92,5.2,0,SUCCESS
220.4,0,0,1,14,0.899,0.74,0.99,8.1,0,SUCCESS
296.41,0,0,1,10,0.916,0.78,0.92,11.0,0,SUCCESS
224.19,1,2,2,16,0.903,1.1,0.92,22.8,1,TIMEOUT
1517.12,1,3,2,19,0.805,1.76,0.85,31.0,1,BANK_FAILURE
422.03,0,0,2,11,0.993,1.2,0.89,16.5,0,SUCCESS
767.97,0,0,1,22,0.899,1.06,0.99,14.0,0,SUCCESS
443.92,1,0,1,14,0.962,0.47,0.87,12.6,0,SUCCESS
2199.13,0,0,1,15,0.947,0.25,0.99,17.6,0,SUCCESS
6200.66,0,0,1,6,0.965,0.26,0.94,20.3,0,SUCCESS
1857.88,1,0,1,12,0.912,0.32,0.93,8.5,0,SUCCESS
1180.04,0,1,1,15,0.915,0.89,0.9,24.4,0,SUCCESS
177.44,0,0,1,13,0.987,0.31,0.86,17.1,0,SUCCESS
207.06,0,0,1,11,0.998,1.0,0.98,12.2,0,SUCCESS
806.17,2,2,2,20,0.98,0.64,0.98,16.7,1,TIMEOUT
4473.72,2,2,3,12,0.88,1.14,0.9,36.1,1,BANK_FAILURE
187.23,0,0,1,9,0.934,0.93,0.93,17.1,0,SUCCESS
481.77,0,0,1,10,0.974,1.18,0.91,8.4,0,SUCCESS
2349.24,0,1,1,18,0.886,0.54,0.91,6.9,0,SUCCESS
371.87,1,0,1,22,0.963,0.21,0.9,11.4,0,SUCCESS
1706.98,0,0,1,14,0.956,0.89,0.95,17.1,0,SUCCESS
689.54,0,0,1,8,0.995,0.78,0.95,11.7,0,SUCCESS
625.6,0,0,1,18,0.913,0.94,0.86,15.5,0,SUCCESS
2633.68,0,0,1,19,0.956,0.49,0.97,21.2,0,SUCCESS
45969.0,4,8,10,1,0.393,7.87,0.26,100.0,1,DUPLICATE_TRANSACTION
2087.45,0,0,1,20,0.978,1.04,0.89,11.5,0,SUCCESS
372.41,0,0,1,16,0.96,0.87,0.9,19.0,0,SUCCESS
638.09,0,0,1,12,0.921,0.83,0.94,10.9,0,SUCCESS
243.1,1,0,1,10,0.976,1.06,0.98,11.3,0,SUCCESS
1366.74,2,1,2,12,0.808,1.0,0.8,34.0,1,NETWORK_FAILURE
4132.48,3,1,2,15,0.896,1.34,0.94,39.1,1,BANK_FAILURE
76.81,0,0,1,6,0.991,0.3,0.94,11.0,0,SUCCESS
2690.42,0,0,1,21,0.945,0.58,0.85,19.6,0,SUCCESS
1720.82,1,0,2,9,0.918,1.19,0.92,20.0,0,SUCCESS
450.54,2,1,1,9,0.926,1.01,0.98,23.7,1,TIMEOUT
496.02,0,0,1,15,0.95,0.55,0.98,12.2,0,SUCCESS
411.12,1,0,1,17,0.923,0.95,0.99,12.6,0,SUCCESS
2516.37,0,0,1,21,0.932,0.26,0.94,20.1,0,SUCCESS
1058.87,2,1,2,12,0.838,0.65,0.9,25.6,1,TIMEOUT
3618.71,0,0,1,17,0.943,0.72,0.98,9.1,0,SUCCESS
173.93,2,1,1,17,0.803,0.75,0.86,27.3,1,TIMEOUT
276.34,1,0,2,9,0.929,0.59,0.96,5.2,0,SUCCESS
544.15,0,0,2,13,0.986,1.1,0.89,9.0,0,SUCCESS
871.77,0,0,1,11,0.898,0.45,0.89,17.2,0,SUCCESS
1318.04,2,1,2,9,0.939,1.72,0.81,40.0,1,BANK_FAILURE
3636.56,0,0,1,22,0.929,0.28,0.98,9.9,0,SUCCESS
45830.0,7,6,5,4,0.192,7.81,0.3,100.0,1,DUPLICATE_TRANSACTION
1121.72,0,0,1,18,0.959,0.9,0.96,18.7,0,SUCCESS
647.69,0,1,1,12,0.911,0.36,0.95,6.9,0,SUCCESS
3381.73,0,0,1,11,0.9,0.55,0.97,12.7,0,SUCCESS
1178.53,0,0,1,9,0.966,0.36,0.99,17.9,0,SUCCESS
428.22,0,0,2,8,0.898,0.98,0.94,12.6,0,SUCCESS
534.78,0,0,1,12,0.888,0.68,0.88,19.6,0,SUCCESS
828.1,3,3,2,10,0.794,1.78,0.75,26.6,1,BANK_FAILURE
815.45,1,1,2,13,0.871,1.29,0.81,23.6,1,TIMEOUT
966.03,2,1,2,21,0.897,1.49,0.86,15.6,1,NETWORK_FAILURE
266.34,0,0,1,14,0.917,0.78,0.99,18.0,0,SUCCESS
1390.77,0,0,1,13,0.916,1.09,0.9,19.3,0,SUCCESS
1185.25,0,0,2,19,0.888,1.11,0.93,23.5,0,SUCCESS
1068.35,0,0,1,12,0.946,0.78,0.88,14.4,0,SUCCESS
787.18,0,1,2,12,0.946,0.68,0.99,19.4,0,SUCCESS
190.93,0,0,1,18,0.98,0.75,0.93,17.6,0,SUCCESS
742.89,0,0,1,11,0.993,1.12,0.98,7.0,0,SUCCESS
1256.12,0,0,1,8,0.899,0.61,0.95,17.7,0,SUCCESS
627.77,0,0,1,20,0.978,0.23,0.92,20.2,0,SUCCESS
996.97,0,1,1,15,0.887,0.69,0.86,8.2,0,SUCCESS
628.54,0,0,1,15,0.996,1.15,0.9,17.8,0,SUCCESS
964.65,0,0,1,7,0.88,0.96,0.96,15.2,0,SUCCESS
2847.65,0,0,1,19,0.969,1.12,0.86,12.9,0,SUCCESS
6948.15,0,0,1,21,0.902,1.1,0.96,7.1,0,SUCCESS
4854.45,0,0,1,19,0.967,0.36,0.93,10.4,0,SUCCESS
2169.68,0,0,1,12,0.96,1.02,0.91,22.0,0,SUCCESS
150126.0,3,9,19,1,0.274,8.73,0.34,100.0,1,AUTHENTICATION_FAILURE
934.78,0,0,1,8,0.886,0.38,0.94,17.8,0,SUCCESS
2777.07,1,1,1,13,0.93,1.46,0.84,26.0,1,TIMEOUT
1153.85,0,1,1,18,0.903,0.67,0.98,14.4,0,SUCCESS
690.01,0,0,1,17,0.886,0.77,0.9,8.6,0,SUCCESS
518.76,0,0,1,16,0.994,0.78,0.97,13.5,0,SUCCESS
2852.55,0,0,1,13,0.952,0.34,0.95,22.3,0,SUCCESS
465.31,0,0,2,17,0.897,0.81,0.92,6.9,0,SUCCESS
1005.39,2,2,1,8,0.814,0.85,0.96,28.0,1,TIMEOUT
459.92,0,0,1,15,0.954,0.8,0.98,9.3,0,SUCCESS
280.78,0,0,2,21,0.987,1.14,0.94,29.0,1,INSUFFICIENT_FUNDS
1164.82,0,0,1,13,0.941,0.77,0.85,9.3,0,SUCCESS
79.1,0,0,1,16,0.972,1.04,0.94,20.0,0,SUCCESS
936.55,0,0,1,7,0.955,1.1,0.96,12.0,0,SUCCESS
1111.28,0,0,1,22,0.964,0.99,0.93,21.3,0,SUCCESS
874.21,0,0,1,7,0.921,0.23,0.91,23.6,0,SUCCESS
95675.0,6,5,8,1,0.188,6.35,0.3,100.0,1,AUTHENTICATION_FAILURE
602.22,0,0,1,22,0.966,0.52,0.97,8.5,0,SUCCESS
1880.33,0,0,1,7,0.985,0.49,0.89,9.1,0,SUCCESS
1260.21,1,1,1,13,0.916,1.22,0.87,26.7,1,NETWORK_FAILURE
1894.4,2,1,3,19,0.823,1.9,0.97,43.5,1,GATEWAY_FAILURE
646.95,2,1,1,18,0.86,0.87,0.92,30.3,1,TIMEOUT
1645.16,0,0,1,10,0.976,0.68,0.97,15.1,0,SUCCESS
617.48,0,0,1,17,0.911,0.84,0.98,23.3,0,SUCCESS
881.78,0,1,1,18,0.904,0.99,0.91,24.9,0,SUCCESS
312.79,0,0,2,9,0.989,0.42,0.93,21.8,0,SUCCESS
190.39,0,0,2,14,0.985,1.01,0.89,12.5,0,SUCCESS
1688.44,0,0,1,20,0.898,0.44,1.0,8.0,0,SUCCESS
1602.91,0,0,1,20,0.887,1.12,0.88,15.6,0,SUCCESS
95140.0,4,7,17,2,0.288,6.68,0.16,100.0,1,DUPLICATE_TRANSACTION
1536.19,0,0,2,14,0.967,0.75,0.91,18.0,0,SUCCESS
2915.93,0,0,1,19,0.918,0.59,0.92,6.5,0,SUCCESS
877.04,0,0,1,19,0.951,0.56,0.94,22.6,0,SUCCESS
3782.94,0,1,2,9,0.885,1.17,0.96,11.7,0,SUCCESS
385.53,2,2,1,14,0.809,1.4,0.91,29.0,1,TIMEOUT
2162.07,0,0,2,9,0.939,0.74,0.97,11.8,0,SUCCESS
443.2,2,2,2,18,0.898,1.33,0.95,25.4,1,NETWORK_FAILURE
1976.15,1,1,2,19,0.899,1.32,0.84,25.5,1,NETWORK_FAILURE
322.8,0,0,1,7,0.941,0.28,0.94,5.6,0,SUCCESS
150754.0,6,5,19,4,0.365,7.75,0.31,100.0,1,AUTHENTICATION_FAILURE
95922.0,6,8,19,4,0.158,7.57,0.06,100.0,1,DUPLICATE_TRANSACTION
137.12,0,0,1,20,0.956,0.88,0.97,18.2,0,SUCCESS
525.51,0,0,1,22,0.988,0.22,0.95,24.1,0,SUCCESS
1518.94,1,0,1,19,0.987,0.32,0.96,12.0,0,SUCCESS
177.21,0,0,2,11,0.986,1.18,0.91,22.7,0,SUCCESS
904.17,0,0,1,12,0.947,0.27,0.89,16.3,0,SUCCESS
2024.1,0,0,1,7,0.943,0.82,0.86,27.8,1,INSUFFICIENT_FUNDS
358.44,0,0,1,20,0.993,1.19,0.96,16.5,0,SUCCESS
1744.71,0,0,1,21,0.931,1.17,0.93,10.1,0,SUCCESS
362.78,1,0,2,10,0.976,1.05,0.94,12.0,0,SUCCESS
1207.23,0,1,1,13,0.888,0.56,0.99,22.3,0,SUCCESS
452.48,0,0,1,13,0.95,0.48,1.0,10.3,0,SUCCESS
1735.45,3,3,1,13,0.905,1.49,0.71,43.1,1,BANK_FAILURE
96.98,0,0,2,16,0.889,1.09,0.96,8.9,0,SUCCESS
1211.58,0,0,1,16,0.9,0.93,0.96,13.5,0,SUCCESS
3153.9,0,0,1,8,0.908,0.37,0.9,8.3,0,SUCCESS
450.16,0,0,1,7,0.925,0.57,0.88,13.9,0,SUCCESS
2599.64,1,3,2,12,0.811,1.94,0.74,40.3,1,BANK_FAILURE
95723.0,3,8,9,2,0.079,7.04,0.34,100.0,1,AUTHENTICATION_FAILURE
813.63,0,0,1,17,0.938,0.82,0.86,14.9,0,SUCCESS
1486.42,0,0,2,20,0.969,0.86,0.97,18.7,0,SUCCESS
965.29,1,0,1,17,0.969,0.67,0.89,21.0,0,SUCCESS
1480.69,1,0,1,18,0.9,0.85,0.89,23.1,0,SUCCESS
287.65,2,2,2,11,0.867,1.45,0.97,20.9,1,TIMEOUT
58.08,0,0,1,11,0.914,1.09,1.0,6.4,0,SUCCESS
813.79,0,0,1,12,0.891,0.58,0.9,15.7,0,SUCCESS
95535.0,4,6,6,1,0.207,8.42,0.31,100.0,1,DUPLICATE_TRANSACTION
624.86,0,0,1,14,0.916,1.02,0.91,6.9,0,SUCCESS
4624.24,0,0,1,12,0.915,1.17,0.9,6.9,0,SUCCESS
150218.0,6,6,10,1,0.315,4.55,0.15,95.2,1,DUPLICATE_TRANSACTION
1155.19,0,0,2,9,0.953,0.38,0.93,21.7,0,SUCCESS
481.69,0,0,1,16,0.974,0.22,0.89,15.9,0,SUCCESS
75558.0,7,5,13,2,0.183,4.52,0.28,94.2,1,AUTHENTICATION_FAILURE
1475.63,1,0,1,18,0.948,1.11,0.93,7.7,0,SUCCESS
1629.71,2,2,2,19,0.806,1.01,0.82,24.4,1,NETWORK_FAILURE
3291.69,0,0,2,13,0.947,0.24,0.94,13.7,0,SUCCESS
